Order_id,User_id,Vecicle_id,Vehicle_Type,Weight,From_City,From_Address,To_City,To_Address,Insurance_Id,Booking_date
6145a988fc13ae1c8f000175,6145a988fc13ae1c8f000176,5FPYK1F27CB216162,Tata_ace,065,Paris 13,92 Havey Alley,Markušica,1859 Bunting Junction,6145a988fc13ae1c8f000177,2021/07/16
6145a988fc13ae1c8f000178,6145a988fc13ae1c8f000179,WBA3B5C56FF159202,Tata_ace,407,Krueng Luak,5 Tennessee Point,Stakhanov,2264 Becker Center,6145a988fc13ae1c8f00017a,2021/06/25
6145a988fc13ae1c8f00017b,6145a988fc13ae1c8f00017c,WBA3T3C50F5236542,Mahendra_bollero,159,Đạ Tẻh,1 Commercial Junction,Bouarouss,611 Menomonie Hill,6145a988fc13ae1c8f00017d,2020/10/27
6145a988fc13ae1c8f00017e,6145a988fc13ae1c8f00017f,1YVHZ8BH6C5824564,20_feet_open_allside,310,Cola,5217 Straubel Plaza,Bcharré,95 Leroy Road,6145a988fc13ae1c8f000180,2021/07/01
6145a988fc13ae1c8f000181,6145a988fc13ae1c8f000182,SCBCP73W59C187610,Mini_truck,567,Kasoa,3394 Darwin Circle,Kranj,96 Sunbrook Alley,6145a988fc13ae1c8f000183,2020/09/27
6145a988fc13ae1c8f000184,6145a988fc13ae1c8f000185,JH4CL96884C348668,Tata_ace,946,Huaccana,2 Milwaukee Place,Dubrava,73 Roxbury Street,6145a988fc13ae1c8f000186,2021/09/10
6145a988fc13ae1c8f000187,6145a988fc13ae1c8f000188,JM1NC2NF9E0543196,Container,657,Proença-a-Nova,228 Granby Street,San Vicente,55559 Hallows Place,6145a988fc13ae1c8f000189,2021/05/14
6145a988fc13ae1c8f00018a,6145a988fc13ae1c8f00018b,2C3CDXFG2EH275603,Container,964,Ýdra,5 Crownhardt Parkway,Gościeradów,7877 Nancy Parkway,6145a988fc13ae1c8f00018c,2021/06/17
6145a988fc13ae1c8f00018d,6145a988fc13ae1c8f00018e,WBA3C1C59FP231073,20_feet_open_allside,564,Kariya,50379 Moland Junction,Thiais,90235 Doe Crossing Crossing,6145a988fc13ae1c8f00018f,2021/07/14
6145a988fc13ae1c8f000190,6145a988fc13ae1c8f000191,W04GY5GV4B1980152,20_feet_open_allside,249,Ichuña,8 Fordem Pass,Yablochnyy,97508 Arrowood Road,6145a988fc13ae1c8f000192,2020/11/18
6145a988fc13ae1c8f000193,6145a988fc13ae1c8f000194,JN1AV7AR0FM074860,Mini_truck,435,Nachalovo,145 Dennis Street,Bezerros,9115 Dennis Parkway,6145a988fc13ae1c8f000195,2021/08/02
6145a988fc13ae1c8f000196,6145a988fc13ae1c8f000197,JM1NC2LF4C0786866,Mahendra_bollero,175,Kiarajangkung,56 Havey Point,Bojongsari,16291 Paget Place,6145a988fc13ae1c8f000198,2021/01/21
6145a988fc13ae1c8f000199,6145a988fc13ae1c8f00019a,5UMCN934X2L329173,Mini_truck,545,La Francia,11 Truax Point,Nueva Requena,27 Moulton Hill,6145a988fc13ae1c8f00019b,2021/12/16
6145a988fc13ae1c8f00019c,6145a988fc13ae1c8f00019d,1FTSW3A51AE508367,Mahendra_bollero,014,Maronge,0 Milwaukee Parkway,Mosteiro,241 Gina Road,6145a988fc13ae1c8f00019e,2021/08/07
6145a988fc13ae1c8f00019f,6145a988fc13ae1c8f0001a0,KL4CJHSBXFB325009,Container,373,Shuangnian,6337 Kennedy Avenue,Challas,6179 Melby Way,6145a988fc13ae1c8f0001a1,2021/10/10
6145a988fc13ae1c8f0001a2,6145a988fc13ae1c8f0001a3,JTHDU5EF7C5522887,Mahendra_bollero,793,Lairoka,61 Pond Crossing,Kenscoff,980 Nevada Place,6145a988fc13ae1c8f0001a4,2021/04/25
6145a988fc13ae1c8f0001a5,6145a988fc13ae1c8f0001a6,3D73M3HL9AG018811,Container,741,Booterstown,45908 Aberg Hill,Barbacena,842 Monterey Terrace,6145a988fc13ae1c8f0001a7,2021/12/20
6145a988fc13ae1c8f0001a8,6145a988fc13ae1c8f0001a9,4T1BF1FK1EU694568,20_feet_open_allside,632,Mayuan,6572 Cambridge Center,Boshkengash,103 Everett Way,6145a988fc13ae1c8f0001aa,2020/11/29
6145a988fc13ae1c8f0001ab,6145a988fc13ae1c8f0001ac,4A31K2DF5AE185222,Mini_truck,125,Thị Trấn Yên Cát,17 Prairieview Park,Shuangchahe,8 Tony Hill,6145a988fc13ae1c8f0001ad,2021/06/13
6145a988fc13ae1c8f0001ae,6145a988fc13ae1c8f0001af,5N1AT2MK4EC893648,Container,575,Kedungringin,90816 Summit Alley,Brocēni,30 Troy Drive,6145a988fc13ae1c8f0001b0,2021/05/09
6145a988fc13ae1c8f0001b1,6145a988fc13ae1c8f0001b2,WVGEF9BP7ED471433,Mini_truck,170,Rotterdam postbusnummers,0 Colorado Court,Oyonnax,9 Northfield Way,6145a988fc13ae1c8f0001b3,2021/09/25
6145a988fc13ae1c8f0001b4,6145a988fc13ae1c8f0001b5,WBA3N3C51EF157822,Mahendra_bollero,683,São Sebastião,1 Roxbury Court,Buckland,81 Barnett Street,6145a988fc13ae1c8f0001b6,2021/02/04
6145a988fc13ae1c8f0001b7,6145a988fc13ae1c8f0001b8,WBAWC73519E973256,Tata_ace,893,Limón,2782 Rowland Drive,Atafu Village,3395 Prairieview Street,6145a988fc13ae1c8f0001b9,2021/09/27
6145a988fc13ae1c8f0001ba,6145a988fc13ae1c8f0001bb,1G6DC67A690650882,Mahendra_bollero,961,Novoderevyankovskaya,46503 Veith Trail,Pouébo,93 Lake View Terrace,6145a988fc13ae1c8f0001bc,2021/01/10
6145a988fc13ae1c8f0001bd,6145a988fc13ae1c8f0001be,JA32U2FU6DU456567,Mahendra_bollero,614,Wola Jachowa,8231 Packers Way,Yiyang,7108 Corry Crossing,6145a988fc13ae1c8f0001bf,2021/07/12
6145a988fc13ae1c8f0001c0,6145a988fc13ae1c8f0001c1,JTHBP5C2XB5803014,Mini_truck,266,As Sūq al Jadīd,48730 Mosinee Center,Bergen op Zoom,4926 Rieder Way,6145a988fc13ae1c8f0001c2,2021/08/09
6145a988fc13ae1c8f0001c3,6145a988fc13ae1c8f0001c4,1G6DV8EP9E0903832,Mahendra_bollero,291,Volgorechensk,49 Waubesa Center,Lukolela,41 John Wall Court,6145a988fc13ae1c8f0001c5,2021/10/14
6145a988fc13ae1c8f0001c6,6145a988fc13ae1c8f0001c7,1GYFK53209R547139,Mahendra_bollero,170,Gameleira,58327 Warrior Parkway,Ilesa,931 Mayer Plaza,6145a988fc13ae1c8f0001c8,2020/10/17
6145a988fc13ae1c8f0001c9,6145a988fc13ae1c8f0001ca,WDCGG5GB9AF319257,Tata_ace,864,Jialu,37 Old Gate Street,Albany,8116 Nevada Pass,6145a988fc13ae1c8f0001cb,2020/12/04
6145a988fc13ae1c8f0001cc,6145a988fc13ae1c8f0001cd,4T1BK1EB8FU763805,Mini_truck,652,Shchëkino,499 Quincy Center,Bulod,24 Superior Circle,6145a988fc13ae1c8f0001ce,2021/04/25
6145a988fc13ae1c8f0001cf,6145a988fc13ae1c8f0001d0,WBABS53452J070604,20_feet_open_allside,171,Dawu Chengguanzhen,1 Debs Lane,Libacao,47 Holmberg Alley,6145a988fc13ae1c8f0001d1,2021/08/08
6145a988fc13ae1c8f0001d2,6145a988fc13ae1c8f0001d3,1N4AA5APXEC604970,20_feet_open_allside,180,Melville,39918 Burrows Park,Jatisari,36124 Glacier Hill Park,6145a988fc13ae1c8f0001d4,2021/10/05
6145a988fc13ae1c8f0001d5,6145a988fc13ae1c8f0001d6,1FTSW3B59AE213418,20_feet_open_allside,158,Sumberrojokrajan,7380 Pierstorff Junction,Ranao,86960 Laurel Terrace,6145a988fc13ae1c8f0001d7,2021/01/11
6145a988fc13ae1c8f0001d8,6145a988fc13ae1c8f0001d9,WBAGK93411D995424,20_feet_open_allside,802,Magallanes,194 Old Gate Avenue,Vetlanda,296 Pawling Center,6145a988fc13ae1c8f0001da,2021/02/23
6145a988fc13ae1c8f0001db,6145a988fc13ae1c8f0001dc,2G4WC532451787232,Mahendra_bollero,795,Puerto Asís,90943 Bunting Trail,Puteaux,4172 Haas Center,6145a988fc13ae1c8f0001dd,2021/10/01
6145a988fc13ae1c8f0001de,6145a988fc13ae1c8f0001df,WBA5B1C57FG369223,20_feet_open_allside,799,Ningxi,25731 Hermina Street,Nueve de Julio,0550 Caliangt Parkway,6145a988fc13ae1c8f0001e0,2021/07/26
6145a988fc13ae1c8f0001e1,6145a988fc13ae1c8f0001e2,WA1VFBFL3EA542741,Mahendra_bollero,015,Sofo-Birnin-Gwari,420 Mayfield Street,Pieniężno,30 Coolidge Avenue,6145a988fc13ae1c8f0001e3,2021/11/22
6145a988fc13ae1c8f0001e4,6145a988fc13ae1c8f0001e5,1GYS4AEFXBR208976,Container,065,Baima,5 Grover Hill,Malicboy,295 Pawling Court,6145a988fc13ae1c8f0001e6,2021/11/21
6145a988fc13ae1c8f0001e7,6145a988fc13ae1c8f0001e8,WA1MYBFE8AD609348,Mini_truck,027,Stepanivka,70 Rusk Court,Levoberezhnaya,3637 Sycamore Circle,6145a988fc13ae1c8f0001e9,2021/09/09
6145a988fc13ae1c8f0001ea,6145a988fc13ae1c8f0001eb,WAUXU64B43N941313,Mahendra_bollero,318,Zhangzhu,34450 Loftsgordon Hill,Jinta,3880 Oneill Pass,6145a988fc13ae1c8f0001ec,2020/12/12
6145a988fc13ae1c8f0001ed,6145a988fc13ae1c8f0001ee,WA1WMAFE3FD131832,Mahendra_bollero,379,Angeghakot’,1283 Carpenter Circle,Macieira de Rates,227 Redwing Parkway,6145a988fc13ae1c8f0001ef,2021/03/28
6145a988fc13ae1c8f0001f0,6145a988fc13ae1c8f0001f1,1G6YX36D965214753,Mahendra_bollero,333,Flushing,0 Eggendart Junction,Budapest,4 Artisan Park,6145a988fc13ae1c8f0001f2,2021/11/17
6145a988fc13ae1c8f0001f3,6145a988fc13ae1c8f0001f4,1J4RR4GG0BC701902,Mini_truck,710,New York City,31837 Lillian Junction,Ban Chalong,765 Oak Valley Road,6145a988fc13ae1c8f0001f5,2020/12/05
6145a988fc13ae1c8f0001f6,6145a988fc13ae1c8f0001f7,1N6AF0LY4FN064751,Mini_truck,645,Auxerre,31334 East Pass,Bol’shoy Kamen’,6350 Lakewood Gardens Avenue,6145a988fc13ae1c8f0001f8,2021/10/06
6145a988fc13ae1c8f0001f9,6145a988fc13ae1c8f0001fa,WAUMK98K99N910863,Tata_ace,187,Okazaki,345 Huxley Street,Libušín,889 Talmadge Hill,6145a988fc13ae1c8f0001fb,2021/02/19
6145a988fc13ae1c8f0001fc,6145a988fc13ae1c8f0001fd,1FTWX3A54AE523427,Mini_truck,262,Gosen,6837 Melby Junction,Annecy,649 Tony Trail,6145a988fc13ae1c8f0001fe,2021/01/21
6145a988fc13ae1c8f0001ff,6145a988fc13ae1c8f000200,1FMCU9E78AK929444,Mini_truck,974,Babahoyo,7734 Gateway Street,La Roche-sur-Yon,004 Chive Circle,6145a988fc13ae1c8f000201,2021/06/26
6145a988fc13ae1c8f000202,6145a988fc13ae1c8f000203,JN1CV6FE9EM457316,20_feet_open_allside,456,Bitam,438 High Crossing Drive,Simpang,8 Memorial Lane,6145a988fc13ae1c8f000204,2021/03/20
6145a988fc13ae1c8f000205,6145a988fc13ae1c8f000206,JTDKN3DU6B0375225,Tata_ace,555,Cengang,9 Kinsman Trail,Unión,2419 Mendota Plaza,6145a988fc13ae1c8f000207,2021/06/15
6145a988fc13ae1c8f000208,6145a988fc13ae1c8f000209,1G6AL5S31D0670942,Tata_ace,887,Cambrai,59623 Nelson Place,Xinji,77 School Trail,6145a988fc13ae1c8f00020a,2021/09/26
6145a988fc13ae1c8f00020b,6145a988fc13ae1c8f00020c,SALAC2D41CA991608,20_feet_open_allside,606,Neofbaun,59 Bluestem Terrace,Kobryn,40 Park Meadow Way,6145a988fc13ae1c8f00020d,2021/07/28
6145a988fc13ae1c8f00020e,6145a988fc13ae1c8f00020f,1G6AR5S32E0218983,Container,482,Oberá,023 Wayridge Crossing,Yanghe,08 Messerschmidt Avenue,6145a988fc13ae1c8f000210,2021/04/24
6145a988fc13ae1c8f000211,6145a988fc13ae1c8f000212,JHMFA3F24BS021103,Mahendra_bollero,993,Loúros,9 Blue Bill Park Road,Aki,4244 Steensland Street,6145a988fc13ae1c8f000213,2021/08/19
6145a988fc13ae1c8f000214,6145a988fc13ae1c8f000215,KNAGM4AD9D5016747,Mahendra_bollero,877,Golub-Dobrzyń,0671 Eggendart Circle,Vavoua,0238 Merchant Drive,6145a988fc13ae1c8f000216,2021/09/10
6145a988fc13ae1c8f000217,6145a988fc13ae1c8f000218,WBAEV53444K891954,Tata_ace,875,Nal’chik,857 Colorado Way,Laiya,8 Coleman Plaza,6145a988fc13ae1c8f000219,2021/11/04
6145a988fc13ae1c8f00021a,6145a988fc13ae1c8f00021b,2C3CCAFJ0CH097618,Mini_truck,965,Tauranga,1487 Commercial Point,Grigiškės,4 Johnson Drive,6145a988fc13ae1c8f00021c,2021/07/31
6145a988fc13ae1c8f00021d,6145a988fc13ae1c8f00021e,JN1EY1AP4EM299091,Mini_truck,696,Erjia,688 Harbort Street,Sanxi,5532 Westerfield Drive,6145a988fc13ae1c8f00021f,2021/02/06
6145a988fc13ae1c8f000220,6145a988fc13ae1c8f000221,WAUJC58E62A143408,Mini_truck,805,Al Judayrah,472 Upham Pass,Yangshufang,75061 Farragut Circle,6145a988fc13ae1c8f000222,2021/05/27
6145a988fc13ae1c8f000223,6145a988fc13ae1c8f000224,WAUWGAFC2EN815286,Container,257,Spitsevka,34 Banding Lane,Zhangjiapan,7963 Daystar Pass,6145a988fc13ae1c8f000225,2020/09/28
6145a988fc13ae1c8f000226,6145a988fc13ae1c8f000227,JTEBU5JR9F5513164,Mahendra_bollero,726,Baiquan,06064 Dayton Trail,Liuzhuang,71151 Loftsgordon Junction,6145a988fc13ae1c8f000228,2021/12/30
6145a988fc13ae1c8f000229,6145a988fc13ae1c8f00022a,WBA3C3C55EK528946,20_feet_open_allside,444,Pallasca,8 Killdeer Road,Aquiraz,756 6th Court,6145a988fc13ae1c8f00022b,2021/02/19
6145a988fc13ae1c8f00022c,6145a988fc13ae1c8f00022d,JTHFE2C20E2128012,Mahendra_bollero,150,Baojia,6 Jana Plaza,Taikang,004 Graceland Hill,6145a988fc13ae1c8f00022e,2020/10/26
6145a988fc13ae1c8f00022f,6145a988fc13ae1c8f000230,1G6AZ5S3XE0397127,Mahendra_bollero,088,Strasbourg,9 Brickson Park Hill,Matungao,97 Burrows Street,6145a988fc13ae1c8f000231,2020/10/09
6145a988fc13ae1c8f000232,6145a988fc13ae1c8f000233,3N1AB7AP2FY820617,Tata_ace,036,Augusta,2678 Utah Avenue,Kōnan,72 Myrtle Lane,6145a988fc13ae1c8f000234,2021/08/17
6145a988fc13ae1c8f000235,6145a988fc13ae1c8f000236,3G5DA03E13S577226,Container,314,Dijon,25728 Katie Parkway,Pocokan Satu,7483 Bunting Trail,6145a988fc13ae1c8f000237,2021/01/31
6145a988fc13ae1c8f000238,6145a988fc13ae1c8f000239,WAULF78K49N884094,20_feet_open_allside,394,Nanao,67164 Schurz Alley,Argavand,4167 Moose Junction,6145a988fc13ae1c8f00023a,2020/11/19
6145a988fc13ae1c8f00023b,6145a988fc13ae1c8f00023c,1G6DJ1E31D0963151,Tata_ace,157,Kamenné Žehrovice,3770 Lakeland Point,Junqueiro,288 Gulseth Street,6145a988fc13ae1c8f00023d,2021/02/04
